Id,Search Keyword,URL,Datetime,Tweet,User,Reply Count,Retweet Count,Like Count,Quote Count,Language,Source,Coordinates,Place,Hashtags,Reply to (User),Tweepy Mentioned Users Count,Tweepy Mentioned Username,Tweepy Geo,Tweepy Coordinates,Tweepy Place,Tweepy User Verified,Tweepy User Followers,Tweepy User Statuses Count,Tweepy User Location,Tweepy User Created At
1628698814784868353,PPN Naik,https://twitter.com/syamoneelse/status/1628698814784868353,2023-02-23 10:10:31+00:00,"Tiap tahun pajak naik, ppn naik, pajak motor naik, terus liat bujang ini, rasane ndancooookkkkkk https://t.co/1xrH0KVQMk",syamoneelse,1,0,1,0,in,Twitter for Android,,,,None,0,[],,,,False,630,12238,Indonesia,Mon Feb 07 08:17:20 +0000 2011
1628689740974407685,PPN Naik,https://twitter.com/Fikri_Prianton/status/1628689740974407685,2023-02-23 09:34:28+00:00,"@salamaestro @ridwanhr 2.5M an pajak barang mewah? PPN BM, pajak tahunan, dll.?
Harga OTR nya naik jauh",Fikri_Prianton,0,0,0,0,in,Twitter for Android,,,,salamaestro,2,"['salamaestro', 'ridwanhr']",,,,False,62,17095,"NTT, Indonesia Timur",Mon Jul 12 08:55:09 +0000 2021
1628646286638596096,PPN Naik,https://twitter.com/Aman47264904/status/1628646286638596096,2023-02-23 06:41:48+00:00,"@OposisiCerdas Punya SDA terkaya didunia,,kok bisa ya ngutang nambah lagi..harusnya lakukan evaluasi...mengapa bs seperti ini. Disisi lain..PPN naik, sembako naik, Pajak naik, BBM naik,,nah....gimana cara memeneg ya...!Mhn maaf saya orang yg kurang paham ...hanya bertanya nie..???",Aman47264904,0,0,0,0,in,Twitter for Android,,,,OposisiCerdas,1,['OposisiCerdas'],,,,False,33,877,,Thu Apr 18 05:33:02 +0000 2019
1628634477483249664,PPN Naik,https://twitter.com/winartojbs/status/1628634477483249664,2023-02-23 05:54:52+00:00,"PPN sudah naik 11% sudah 5 tahun masih banjir, pegawai pamer harta, arogan, sumber pendapatan kekayaan tidak transparan rakyat ingin percaya mulai dari mana ?? Coba bapak ajarin kami 🤭🏃💨💨 https://t.co/i9paLXzjab",winartojbs,0,0,0,0,in,Twitter for Android,,,,None,0,[],,,,False,389,24451,soerabaia,Tue Mar 06 13:58:37 +0000 2012
1628633097028927488,PPN Naik,https://twitter.com/winartojbs/status/1628633097028927488,2023-02-23 05:49:23+00:00,@faridgaban Jingan mana naik 11% lagi PPN ternyata ......,winartojbs,0,0,0,0,in,Twitter for Android,,,,faridgaban,1,['faridgaban'],,,,False,389,24451,soerabaia,Tue Mar 06 13:58:37 +0000 2012
1628625657499627520,PPN Naik,https://twitter.com/winnyiethepooh/status/1628625657499627520,2023-02-23 05:19:49+00:00,@LeylaHana @fajarnugros Btw ppn masih 10% ya? Kukira udh naik jadi 11%,winnyiethepooh,2,0,0,0,in,Twitter for iPhone,,,,LeylaHana,2,"['LeylaHana', 'fajarnugros']",,,,False,2295,12778,"Denpasar, Bali",Tue Apr 30 11:20:09 +0000 2013
1628579878403735554,PPN Naik,https://twitter.com/triskalalala/status/1628579878403735554,2023-02-23 02:17:55+00:00,"@dmptrr @Askrlfess aku juga udah pake byu lebih dr 2taunan wkwk, lancar sihh jaringan sampe skrg harganya masih sama2 aja naik dikit aja krna ppn.. klo sinyal ga stabil refresh aja jaringannya ke 2G in dulu trs balik 4G/otomatis",triskalalala,0,0,0,0,in,Twitter Web App,,,,dmptrr,2,"['dmptrr', 'Askrlfess']",,,,False,8,260,Yogyakarta,Sun Jan 15 13:10:05 +0000 2023
1628560263921438720,PPN Naik,https://twitter.com/ShenRu013/status/1628560263921438720,2023-02-23 00:59:58+00:00,"@fajarnugros Dan ga semuanya kebagian duduk yang naik angkutan umum.
Mereka ini yang mbayar pajak PPh tiap terima gajian, PPn tiap mereka jajan kopi di stasiun atau belanja mingguan, mereka ini yang memutar ekonomi sehingga pajak masuk ke kas negara.
Kalian faham? @DJPPRkemenkeu @KemenkeuRI https://t.co/OlTWnITCjs",ShenRu013,3,18,64,0,in,Twitter for Android,,,,fajarnugros,1,['fajarnugros'],,,,False,1318,21941,,Mon Dec 22 05:36:08 +0000 2014
1628548840050823168,PPN Naik,https://twitter.com/fornjt/status/1628548840050823168,2023-02-23 00:14:35+00:00,"@DitjenPajakRI Bayar pajak kayak anjing pegawai bangsat semua, hasil pajak di korupsi gitu ppn mau naik 12% srimulyani beneri dulu aklak bawahanmu",fornjt,0,0,0,0,in,Twitter for Android,,,,DitjenPajakRI,1,['DitjenPajakRI'],,,,False,393,8287,,Thu Oct 03 17:46:13 +0000 2013
1628440569063297024,PPN Naik,https://twitter.com/thinink_o/status/1628440569063297024,2023-02-22 17:04:21+00:00,"@mwv_mystic Penjualnya sama atau engga mas? Di Surabaya masih ada 1000 dapet 1 sih
Yg bikin terasa naik juga snack ringan yg biasanya 500-2000 isinya makin kecil sejak kenaikan ppn 11%",thinink_o,0,0,0,0,in,Twitter for Android,,,,mwv_mystic,1,['mwv_mystic'],,,,False,63,5162,"Kota Surabaya, Jawa Timur",Mon Feb 29 20:40:10 +0000 2016
1624720824153542657,Tarif PPN Baru,https://twitter.com/ekky1995/status/1624720824153542657,2023-02-12 10:43:24+00:00,"Ya, sekali lagi. Naikin pajak itu gak segampang yang dikira, banyak pertimbangannya.

Itu aja, PPN dan tarif progresif PPh, baru naik akhir-akhir ini kan?
https://t.co/fwOHmgkD6Z",ekky1995,1,3,1,0,in,Twitter Web App,,,,ekky1995,0,[],,,,False,490,45932,,Sat May 09 08:12:20 +0000 2020
1614579607587651585,Tarif PPN Baru,https://twitter.com/IndiHomeCare/status/1614579607587651585,2023-01-15 11:05:50+00:00,"@edwin_phs_ Kak Edwin. Apabila upgspeed ke 50 Mbps Rhiki informasikan dengan harga Rp270.000,00 Tarif Internet Kecepatan Baru (Belum PPN 11 %) optimum Device 7. Biaya belum termasuk abonemen sewa perangkat modem ONT maupun sewa perangkat STB ya, Kak.",IndiHomeCare,0,0,0,0,in,Twitter Web App,,,,edwin_phs_,1,['edwin_phs_'],,,,True,161510,739717,Indonesia,Mon Aug 15 03:59:40 +0000 2016
1613395824972816384,Tarif PPN Baru,https://twitter.com/kring_pajak/status/1613395824972816384,2023-01-12 04:41:54+00:00,"@Budijo14 Hai, Kak.
PMK tersebut menetapkan Perusahaan tertentu yg dimiliki secara langsung oleh BUMN sebagai Pemungut PPN sebagaimana tercantum dalam Lampiran PMK tersebut. Terkait tarif dikenakan tarif PPN yg baru yaitu 11%.
Tks*Pomo",kring_pajak,0,0,1,0,in,TweetDeck,,,,Budijo14,1,['Budijo14'],,,,True,252664,836178,1500200,Tue Dec 15 09:34:56 +0000 2015
1612708671259299843,Tarif PPN Baru,https://twitter.com/pajaksumut1/status/1612708671259299843,2023-01-10 07:11:24+00:00,"Hai #kawanpajak

Ada yang baru nih dari KPP Pratama Medan Polonia
Perkenalkan IKAN (Informasi perpajaKAN)

Kali ini kita membahas mengenai tarif PPN untuk kendaraan bekas bermotor
#kawanpajak udah pada tau belum?
mari kita simak ilustrasi di atas👆 https://t.co/txUJWYxdcA",pajaksumut1,1,0,2,0,in,Twitter for iPhone,,,"['kawanpajak', 'kawanpajak']",None,0,[],,,,False,705,5067,Jalan Sukamulia No. 17-A,Thu Sep 05 11:24:45 +0000 2013
