Id,Search Keyword,URL,Datetime,Tweet,Username,View Count,Reply Count,Retweet Count,Like Count,Quote Count,Language,Source,Coordinates (Latitude),Coordinates (Longitude),Place,Hashtags,Reply to User,Mentioned Users Count,Mentioned Users,User Verified
1630503181120839682,PPN Naik,https://twitter.com/Aman47264904/status/1630503181120839682,2023-02-28 09:40:26+00:00,@OposisiCerdas Menurut anda aman??? tetapi efek nya semua harga pd melambung..bbm naik..ppn naik...akibatnya beban  rakyat jd berat....susah pola pikirnya seperti ini!,Aman47264904,,0,0,0,0,in,Twitter for Android,,,,,OposisiCerdas,1,['OposisiCerdas'],False
1630489345898708992,PPN Naik,https://twitter.com/buutiful_co/status/1630489345898708992,2023-02-28 08:45:27+00:00,Betul! My honeymoon masa tu negara still dlm fasa 2 PPN so kedai pun bru nak bangun balik so makan pun tak byk pilihan lagi. Husband bwk i pi hiking and naik boat kat taman negara Penang😂 tiber gile rasa time tu,buutiful_co,44.0,0,0,1,0,in,Twitter for iPhone,,,,,,0,,False
1630486040556503041,PPN Naik,https://twitter.com/rmbantencom/status/1630486040556503041,2023-02-28 08:32:19+00:00,"Pegawai Hidup Mewah, PPN, BBM Hingga Angka Kemiskinan Naik Cermin Kegagal Menteri Keuangan @AnthonyBudiawan https://t.co/AoQ7ujYe0o",rmbantencom,19.0,0,0,0,0,in,Twitter for Android,,,,,,1,['AnthonyBudiawan'],False
1630480809508634625,PPN Naik,https://twitter.com/wong_kamfungs/status/1630480809508634625,2023-02-28 08:11:32+00:00,"@alisyarief Bapak ini yang buat script pernyataannya siapa sih... 
Dari dulu nggak usah didorong juga sudah tiap hari belanja.. cuma makin hari makin sedikit yang dibeli karena harga semakin mahal.
Harga minyak dunia turun, harga bbm non subsidi tidak turun, ppn naik, sembako mahal.",wong_kamfungs,22.0,0,0,0,0,in,Twitter for Android,,,,,alisyarief,1,['alisyarief'],False
1630461860339408896,PPN Naik,https://twitter.com/AlfatihFarrel/status/1630461860339408896,2023-02-28 06:56:14+00:00,Infografis Deretan Barang Kemungkinan Naik Setelah Berlaku PPN 11 Persen. (https://t.co/DR5PPHsAxx) https://t.co/3oa9tnq8QE,AlfatihFarrel,2.0,0,0,0,0,in,Twitter Web App,,,,,,0,,False
1630364940887556096,PPN Naik,https://twitter.com/faradhian_yoga/status/1630364940887556096,2023-02-28 00:31:07+00:00,"@kurawa Pengalaman pribadi bang, sudah lapor SPT tapi masih dikirim surat, dan berisi rincian denda.Sedih bang, setelah kita komplen ga jadi dikenai denda, lantas SOP kerjanya bagaimana? Colek @jokowi 
Dan yang tdk punya hati, kenapa pandemi blm selesai PPN naik?",faradhian_yoga,240.0,0,0,0,0,in,Twitter for Android,,,,,kurawa,2,"['kurawa', 'jokowi']",False
1630225172858040321,PPN Naik,https://twitter.com/SateDimas/status/1630225172858040321,2023-02-27 15:15:43+00:00,"@oreohoneyy @collegemenfess iya sih di 2018 tunjangan guru 70 triliun, di 2023 50 T, pdhal apbn '18-'23 naik 600 T, terus ibu sri mulyani itu bapaknya guru besar klo gak salah, pdhal cuma butuh uang 30 triliun buat nmbahin, subsidi dah pd dicabut2in, ppn naik 1%, emang gak ngotak pemangku kebijakan, demo ae",SateDimas,485.0,1,1,0,0,in,Twitter for Android,,,,,oreohoneyy,2,"['oreohoneyy', 'collegemenfess']",False
1630221936210104320,PPN Naik,https://twitter.com/yusufbusinessu/status/1630221936210104320,2023-02-27 15:02:52+00:00,"@bank_indonesia Sebenarnya Kami Rakyat Merasa dimiskinkan negara😔
 Inflasi setiap tahun, Harga harga naik, Property yang tidak dapat kami miliki, setiap gajian di Potong pajak dan BPJS, Bea Cukai, PPN, dkk..
  Sementara gaji tidak pernah naik, bahkan UMR saja naiknya dikit harus demo dulu",yusufbusinessu,72.0,0,1,2,0,in,Twitter for Android,,,,,bank_indonesia,1,['bank_indonesia'],False
1630116522898362368,PPN Naik,https://twitter.com/miselsashari/status/1630116522898362368,2023-02-27 08:03:59+00:00,"@ularnaga08 Akhirnya jadi tau kenapa ppn naik jadi 11%

Oke baik",miselsashari,71.0,0,0,0,0,in,Twitter for Android,,,,,ularnaga08,1,['ularnaga08'],False
1629977276317310976,PPN Naik,https://twitter.com/irulzizi16/status/1629977276317310976,2023-02-26 22:50:40+00:00,@CNNIndonesia Kayaknya bisa jadi salah satu penyebab ppn naik 11% 🤣🤣🤣,irulzizi16,5.0,0,0,0,0,in,Twitter for Android,,,,,CNNIndonesia,1,['CNNIndonesia'],False
