Id,Search Keyword,URL,Datetime,Tweet,Username,View Count,Reply Count,Retweet Count,Like Count,Quote Count,Language,Source,Coordinates (Latitude),Coordinates (Longitude),Place,Hashtags,Reply to User,Mentioned Users Count,Mentioned Users,User Verified
1630505807665328128,Pajak,https://twitter.com/Technospeed/status/1630505807665328128,2023-02-28 09:50:52+00:00,"@OposisiCerdas Pinginnya sih gitu... 
Tapi gimana gak bayar kalau naik kendaraan di stop polantas gara2 telat bayar pajak. 
Ya sudah, yg waras ngalah.",Technospeed,,0,0,0,0,in,Twitter Web App,,,,,OposisiCerdas,1,['OposisiCerdas'],False
1630505798035214337,Pajak,https://twitter.com/Prasetyoanggit2/status/1630505798035214337,2023-02-28 09:50:50+00:00,"@kring_pajak #LupaEFIN 

1. WP pribadi a/n RISKI PRASETYO

2. Sudah pernah login tapi lupa Efin",Prasetyoanggit2,,0,0,0,0,in,Twitter for Android,,,,['LupaEFIN'],kring_pajak,1,['kring_pajak'],False
1630505748508688384,Pajak,https://twitter.com/kring_pajak/status/1630505748508688384,2023-02-28 09:50:38+00:00,"@jiayayaaa Hai, Kak.
Kami informasikan, status wajib pajak non efektif (NE) dan memenuhi kriteria WP NE berdasarkan Pasal 24 ayat (2) PER-04/PJ/2020, maka WP tersebut dikecualikan dari pengawasan rutin oleh KPP, dan tidak wajib lapor SPT serta tidak kena sanksi.

Tks*Auzi",kring_pajak,,0,0,0,0,in,TweetDeck,,,,,jiayayaaa,1,['jiayayaaa'],True
1630505725243035648,Pajak,https://twitter.com/SuyadiPatmo/status/1630505725243035648,2023-02-28 09:50:32+00:00,@BosPurwa Ternyata Telat Bayar Pajak itu Cukup Memberi Penjelasan,SuyadiPatmo,,0,0,0,0,in,Twitter for Android,,,,,BosPurwa,1,['BosPurwa'],False
1630505707081699329,Pajak,https://twitter.com/sulthanhfdh/status/1630505707081699329,2023-02-28 09:50:28+00:00,@qorygore Yg penting pajak jalan,sulthanhfdh,1.0,0,0,0,0,in,Twitter for iPhone,,,,,qorygore,1,['qorygore'],False
1630505704669970432,Pajak,https://twitter.com/imnbanten/status/1630505704669970432,2023-02-28 09:50:27+00:00,"Siapakah yang memainkan playing victim dalam kasus MDS, anak pejabat Ditjen Pajak yang menganiaya David hingga koma? 
#anakpejabatpajak",imnbanten,,0,0,0,0,in,Twitter for Android,,,,['anakpejabatpajak'],,0,,False
1630505699557130240,Pajak,https://twitter.com/Janedookie/status/1630505699557130240,2023-02-28 09:50:26+00:00,"@fornicatte Ayo, Mas Nathan juga pacaran! Nanti bagi aku pajak pacarannya. 🥴💖",Janedookie,,0,0,0,0,in,Twitter for Android,,,,,fornicatte,1,['fornicatte'],False
1630505666581524480,Pajak,https://twitter.com/GagaBhakti/status/1630505666581524480,2023-02-28 09:50:18+00:00,@tapeuli16 Abi ge di isian ku aa @andiaryos sok mangga langsung weh ka orang pajak na 🤣🤣,GagaBhakti,,0,0,0,0,in,Twitter for Android,,,,,tapeuli16,2,"['tapeuli16', 'andiaryos']",False
1630505660373942272,Pajak,https://twitter.com/seung_jooni/status/1630505660373942272,2023-02-28 09:50:17+00:00,@bbanghoonku @Askrlfess Rela bayar pajak gue kalo buat damkar,seung_jooni,1.0,0,0,0,0,in,Twitter for iPhone,,,,,bbanghoonku,2,"['bbanghoonku', 'Askrlfess']",False
1630505658641682432,Pajak,https://twitter.com/TaqimAt/status/1630505658641682432,2023-02-28 09:50:17+00:00,"@DitjenPajakRI pov. posting lah, serah lu lah ngehujat. peduli setan. bukan akun gue ini. gue tetep dibayar ini. bukan gue yg blunder jg. mo pada gak bayar pajak kek silahkan. biar pejabat2 yg mikir. tupoksi gue ya posting.

mungkin😂",TaqimAt,,0,0,0,0,in,Twitter for Android,,,,,DitjenPajakRI,1,['DitjenPajakRI'],False
1630505589146288128,Pajak,https://twitter.com/TovickVieira/status/1630505589146288128,2023-02-28 09:50:00+00:00,Tunjangan orang pajak https://t.co/234gxlvil0,TovickVieira,,0,0,0,0,in,Twitter for Android,,,,,,0,,False
1630505576433344512,Pajak,https://twitter.com/ekojamhari/status/1630505576433344512,2023-02-28 09:49:57+00:00,@tukangrosok22 @DitjenPajakRI Bayar pajak gak ribet gak antri...dan lebih murah gampang solusinya...😅😅😆😂,ekojamhari,,0,0,0,0,in,Twitter for Android,,,,,tukangrosok22,2,"['tukangrosok22', 'DitjenPajakRI']",False
1630505556028047360,Pajak,https://twitter.com/pirrdot/status/1630505556028047360,2023-02-28 09:49:52+00:00,Maaih ada kok sampai kini tingkat KPP wajib pajak pembayar terbesar dan lainnya,pirrdot,,0,0,0,0,in,Twitter for Android,,,,,,0,,False
